Year,Topic,Count,Custom_Label
2007,75,2,Topic 75
2007,48,1,Topic 48
2007,68,1,Topic 68
2007,50,1,Topic 50
2007,11,4,Topic 11
2007,8,1,Topic 8
2007,69,2,Topic 69
2007,35,1,Topic 35
2007,26,2,Topic 26
2007,16,6,Topic 16
2007,6,1,Topic 6
2007,4,3,Topic 4
2007,44,1,Topic 44
2007,20,3,Topic 20
2007,41,2,Topic 41
2007,52,2,Topic 52
2007,62,1,Topic 62
2007,58,1,Topic 58
2007,12,3,Topic 12
2007,22,2,Topic 22
2007,28,1,Topic 28
2007,18,3,Topic 18
2007,31,2,Topic 31
2007,55,1,Topic 55
2007,23,3,Topic 23
2007,17,1,Topic 17
2007,39,3,Topic 39
2007,45,1,Topic 45
2007,81,1,Topic 81
2007,79,1,Topic 79
2007,76,3,Topic 76
2007,57,1,Topic 57
2007,1,1,Topic 1
2007,7,1,Topic 7
2007,56,1,Topic 56
2004,51,1,Topic 51
2004,27,2,Topic 27
2004,7,9,Topic 7
2004,6,3,Topic 6
2004,8,1,Topic 8
2004,28,3,Topic 28
2004,24,1,Topic 24
2004,3,5,Topic 3
2004,12,2,Topic 12
2004,16,2,Topic 16
2004,57,1,Topic 57
2004,50,1,Topic 50
2004,75,3,Topic 75
2004,18,3,Topic 18
2004,22,1,Topic 22
2004,4,1,Topic 4
2004,30,1,Topic 30
2004,47,3,Topic 47
2004,48,1,Topic 48
2004,76,1,Topic 76
2004,56,1,Topic 56
2004,26,2,Topic 26
2004,41,2,Topic 41
2004,29,1,Topic 29
2004,10,1,Topic 10
2005,78,1,Topic 78
2005,64,1,Topic 64
2005,68,1,Topic 68
2005,25,1,Topic 25
2005,23,1,Topic 23
2005,1,4,Topic 1
2005,55,1,Topic 55
2005,9,1,Topic 9
2005,7,2,Topic 7
2005,41,2,Topic 41
2005,31,1,Topic 31
2005,28,2,Topic 28
2005,32,1,Topic 32
2005,15,1,Topic 15
2005,12,6,Topic 12
2005,4,1,Topic 4
2005,16,1,Topic 16
2005,18,2,Topic 18
2005,37,1,Topic 37
2005,35,1,Topic 35
2005,56,1,Topic 56
2003,54,2,Topic 54
2003,56,2,Topic 56
2003,11,1,Topic 11
2003,30,1,Topic 30
2003,6,3,Topic 6
2003,17,4,Topic 17
2003,20,1,Topic 20
2003,28,1,Topic 28
2003,3,4,Topic 3
2003,26,2,Topic 26
2003,43,1,Topic 43
2003,68,1,Topic 68
2003,31,3,Topic 31
2003,1,2,Topic 1
2003,10,1,Topic 10
2003,77,1,Topic 77
2003,4,1,Topic 4
2003,57,1,Topic 57
2003,12,1,Topic 12
2003,66,1,Topic 66
2003,16,1,Topic 16
2003,7,2,Topic 7
2003,47,1,Topic 47
2003,74,1,Topic 74
